Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_Y 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_Y 	
-7.89999961853027 	0.013199999997596 	-7.89999961853027 	0 	
-7.79999923706055 	0.0145999999986088 	-7.79999923706055 	0 	
-7.69999885559082 	0.0147999999971944 	-7.69999885559082 	0 	
-7.59999847412109 	0.0151000000005297 	-7.59999847412109 	0 	
-7.5 	0.0171000000009371 	-7.5 	0 	
-7.39999961853027 	0.0169999999998254 	-7.39999961853027 	0 	
-7.29999923706055 	0.0177999999978056 	-7.29999923706055 	0 	
-7.19999885559082 	0.0171000000009371 	-7.19999885559082 	0 	
-7.09999847412109 	0.0168000000012398 	-7.09999847412109 	0 	
-7 	0.0151000000005297 	-7 	0 	
-6.89999961853027 	0.0142999999989115 	-6.89999961853027 	0 	
-6.79999923706055 	0.0158000000010361 	-6.79999923706055 	0 	
-6.69999885559082 	0.0144999999974971 	-6.69999885559082 	0 	
-6.59999847412109 	0.0125000000007276 	-6.59999847412109 	0 	
-6.5 	0.0106999999989057 	-6.5 	0 	
-6.39999961853027 	0.00849999999991269 	-6.39999961853027 	0 	
-6.29999923706055 	0.00619999999980791 	-6.29999923706055 	0 	
-6.19999885559082 	0.00409999999828869 	-6.19999885559082 	0 	
-6.09999847412109 	0.00209999999788124 	-6.09999847412109 	0 	
-6 	0 	-6 	0 	
-5.89999961853027 	-0.00200000000040745 	-5.89999961853027 	0 	
-5.79999923706055 	-0.00310000000172295 	-5.79999923706055 	0 	
-5.69999885559082 	-0.00340000000142027 	-5.69999885559082 	0 	
-5.59999847412109 	-0.00240000000121654 	-5.59999847412109 	0 	
-5.5 	-0.00219999999899301 	-5.5 	0 	
-5.39999961853027 	-0.00319999999919673 	-5.39999961853027 	0 	
-5.29999923706055 	-0.00270000000091386 	-5.29999923706055 	0 	
-5.19999885559082 	-0.00379999999859137 	-5.19999885559082 	0 	
-5.09999847412109 	-0.00400000000081491 	-5.09999847412109 	0 	
-5 	-0.00410000000192667 	-5 	0 	
-4.89999961853027 	-0.00360000000000582 	-4.89999961853027 	0 	
-4.79999923706055 	-0.00280000000202563 	-4.79999923706055 	0 	
-4.69999885559082 	-0.00279999999838765 	-4.69999885559082 	0 	
-4.59999847412109 	-0.0014999999984866 	-4.59999847412109 	0 	
-4.5 	0.00249999999869033 	-4.5 	0 	
-4.39999961853027 	0.00470000000132131 	-4.39999961853027 	0 	
-4.29999923706055 	0.00500000000101863 	-4.29999923706055 	0 	
-4.19999885559082 	0.00630000000091968 	-4.19999885559082 	0 	
-4.09999847412109 	0.00820000000021537 	-4.09999847412109 	0 	
-4 	0.0080999999991036 	-4 	0 	
-3.89999961853027 	0.00930000000153086 	-3.89999961853027 	0 	
-3.79999923706055 	0.00569999999788706 	-3.79999923706055 	0 	
-3.69999885559082 	0.00329999999667052 	-3.69999885559082 	0 	
-3.59999847412109 	0.00210000000151922 	-3.59999847412109 	0 	
-3.5 	-0.000400000000809086 	-3.5 	0 	
-3.39999961853027 	-0.000700000000506407 	-3.39999961853027 	0 	
-3.29999923706055 	-0.00360000000000582 	-3.29999923706055 	0 	
-3.19999885559082 	-0.00639999999839347 	-3.19999885559082 	0 	
-3.09999847412109 	-0.00930000000153086 	-3.09999847412109 	0 	
-3 	-0.011000000002241 	-3 	0 	
-2.89999961853027 	-0.0159000000021479 	-2.89999961853027 	0 	
-2.79999923706055 	-0.0188999999991211 	-2.79999923706055 	0 	
-2.69999885559082 	-0.022899999999936 	-2.69999885559082 	0 	
-2.59999847412109 	-0.0254999999997381 	-2.59999847412109 	0 	
-2.5 	-0.0269000000007509 	-2.5 	0 	
-2.39999961853027 	-0.0272000000004482 	-2.39999961853027 	0 	
-2.29999923706055 	-0.0253000000011525 	-2.29999923706055 	0 	
-2.19999885559082 	-0.0239000000001397 	-2.19999885559082 	0 	
-2.09999847412109 	-0.0188000000016473 	-2.09999847412109 	0 	
-2 	-0.0194999999985157 	-2 	0 	
-1.89999961853027 	-0.0120999999999185 	-1.89999961853027 	0 	
-1.79999923706055 	0.00279999999838765 	-1.79999923706055 	0 	
-1.69999885559082 	0.00749999999970896 	-1.69999885559082 	0 	
-1.59999847412109 	0.0279999999984284 	-1.59999847412109 	0 	
-1.5 	-0.17790000000241 	-1.5 	0 	
-1.39999961853027 	-0.652600000001257 	-1.39999961853027 	0 	
-1.29999923706055 	-1.14500000000044 	-1.29999923706055 	0 	
-1.19999885559082 	-1.10410000000047 	-1.19999885559082 	0 	
-1.09999847412109 	-0.992200000000594 	-1.09999847412109 	0 	
-1 	-0.869000000002416 	-1 	0 	
